entities,group,test,framework,unit,timestamp,median,ci_lower,ci_upper,rounds
100,system,empty_systems,tinyecs,kb,2026-03-15 13:13:12Z,0.0001,0.0001,0.0001,100
100,structural_scaling,create,concord,s,2026-03-15 13:13:58Z,0.001384708,0.001331125,0.0015114375,100
100,structural_scaling,create,ecs-lua-batch,s,2026-03-15 13:15:08Z,0.000134042,0.000133542,0.000134625,619
100,structural_scaling,create,ecs-lua-nobatch,s,2026-03-15 13:15:23Z,0.0001675,0.000167333,0.0001678125,736
100,structural_scaling,create,evolved-batch,s,2026-03-15 13:15:44Z,1.417e-6,1.417e-6,1.417e-6,1000
100,structural_scaling,create,evolved-nobatch,s,2026-03-15 13:15:48Z,3.458e-6,3.458e-6,3.458e-6,1000
100,structural_scaling,create,lovetoys,s,2026-03-15 13:15:52Z,0.000164667,0.000164417,0.000165208,683
100,structural_scaling,create,nata,s,2026-03-15 13:16:16Z,0.000042042,0.000041958,0.000042125,1000
100,structural_scaling,create,tinyecs,s,2026-03-15 13:16:21Z,0.0001825415,0.000175292,0.000185771,310
100,structural_scaling,create,concord,kb,2026-03-15 13:16:36Z,101.1719,101.1719,101.1719,100
100,structural_scaling,create,ecs-lua-batch,kb,2026-03-15 13:19:00Z,176.2305,176.2305,176.2305,100
100,structural_scaling,create,ecs-lua-nobatch,kb,2026-03-15 13:20:31Z,194.9531,194.9531,194.9531,100
100,structural_scaling,create,evolved-batch,kb,2026-03-15 13:22:03Z,1.1016,1.1016,1.1016,100
100,structural_scaling,create,evolved-nobatch,kb,2026-03-15 13:22:54Z,1.4297,1.4297,1.4297,100
100,structural_scaling,create,lovetoys,kb,2026-03-15 13:23:45Z,275.7188,275.7188,275.7188,100
100,structural_scaling,create,nata,kb,2026-03-15 13:25:08Z,37.875,37.875,37.875,100
100,structural_scaling,create,tinyecs,kb,2026-03-15 13:26:06Z,35.0078,35.0078,35.0078,100
100,structural_scaling,add_component,concord,s,2026-03-15 13:27:10Z,0.000566479,0.0005551665,0.000577458,100
100,structural_scaling,add_component,ecs-lua-batch,s,2026-03-15 13:28:11Z,0.000066667,0.0000665,0.000066875,736
100,structural_scaling,add_component,ecs-lua-nobatch,s,2026-03-15 13:28:25Z,0.000075417,0.000075208,0.0000756875,814
100,structural_scaling,add_component,evolved-batch,s,2026-03-15 13:28:41Z,7.92e-7,7.92e-7,8.33e-7,970
100,structural_scaling,add_component,evolved-nobatch,s,2026-03-15 13:28:44Z,4.292e-6,4.25e-6,4.292e-6,1000
100,structural_scaling,add_component,lovetoys-batch,s,2026-03-15 13:28:48Z,0.000049208,0.000049125,0.000049292,889
100,structural_scaling,add_component,lovetoys-nobatch,s,2026-03-15 13:29:18Z,0.000043292,0.00004325,0.000043292,661
100,structural_scaling,add_component,nata,s,2026-03-15 13:29:38Z,0.000017625,0.000017625,0.000017667,1000
100,structural_scaling,add_component,tinyecs,s,2026-03-15 13:29:42Z,0.0001741665,0.000172417,0.0001760205,282
100,structural_scaling,add_component,concord,kb,2026-03-15 13:29:59Z,28.9609,28.9609,28.9609,99
100,structural_scaling,add_component,ecs-lua-batch,kb,2026-03-15 13:32:35Z,67.1563,67.1563,67.1563,100
100,structural_scaling,add_component,ecs-lua-nobatch,kb,2026-03-15 13:34:23Z,67.1563,67.1563,67.1563,100
100,structural_scaling,add_component,evolved-batch,kb,2026-03-15 13:36:12Z,0.3672,0.3672,0.3672,100
100,structural_scaling,add_component,evolved-nobatch,kb,2026-03-15 13:37:23Z,0.0001,0.0001,0.0001,99
100,structural_scaling,add_component,lovetoys-batch,kb,2026-03-15 13:38:37Z,43.75,43.75,43.75,100
